dw_cid,opp_team_id,emp_id,opp_type,opp_status,opp_timestamp,revenue
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008SMEKAA4,New Business,Lost,2017-06-19T21:01:23.000Z,0.00
16006,00Ei0000001ALL4EAO,00Ei0000001ALL4EAO:005i0000005JQrBAAW,New Business,Won,2017-05-23T18:04:54.000Z,30000.60
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008rwWGAAY,New Business,Lost,2017-08-02T18:01:03.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008SMEKAA4,New Business,Lost,2017-06-15T18:20:42.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008SMEKAA4,New Business,Lost,2017-10-02T18:32:35.000Z,0.00
16006,00Ei0000001ALL4EAO,00Ei0000001ALL4EAO:005i0000005LjscAAC,New Business,Lost,2017-08-02T16:30:50.000Z,0.00
16006,00Ei0000001UvL5EAK,00Ei0000001UvL5EAK:005i0000008r2auAAA,Existing Business,Won,2017-06-13T11:51:38.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008rwWGAAY,New Business,Lost,2017-08-15T17:00:43.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008rwWGAAY,New Business,Won,2017-06-22T22:21:21.000Z,25002.60
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:0051Y000008yrcuQAA,Existing Business,Won,2017-07-05T20:48:11.000Z,48000.00
16006,00E1Y000001N1qdUAC,00E1Y000001N1qdUAC:0051Y0000098yrYQAQ,Existing Business,Lost,2018-03-20T20:26:54.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008ruBLAAY,New Business,Lost,2017-08-02T18:53:15.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:0051Y000009a0dCQAQ,New Business,Lost,2017-08-01T17:22:45.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:0051Y000008yrcuQAA,Existing Business,Won,2017-06-27T21:34:36.000Z,700.02
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:0051Y000009a0dCQAQ,Existing Business,Lost,2018-03-20T20:26:54.000Z,0.00
16006,00Ei0000001ALL4EAO,00Ei0000001ALL4EAO:005i0000005LjscAAC,New Business,Lost,2017-08-07T15:55:42.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008rwWGAAY,New Business,Lost,2017-06-01T17:49:22.000Z,0.00
16006,00Ei0000001ALLOEA4,00Ei0000001ALLOEA4:005i0000008qFW0AAM,New Business,Lost,2017-10-27T21:21:23.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008SMEKAA4,New Business,Lost,2017-07-06T22:11:01.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008rwWGAAY,New Business,Lost,2017-07-19T17:24:09.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008rwWGAAY,New Business,Lost,2017-06-21T21:19:26.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:0051Y000008yrcuQAA,Existing Business,Open,2017-06-01T12:37:34.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:0051Y000008yrcuQAA,Existing Business,Lost,2018-06-01T18:27:17.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008rwWGAAY,New Business,Lost,2017-07-13T17:37:40.000Z,0.00
16006,00E1Y000001N1qdUAC,00E1Y000001N1qdUAC:0051Y0000098yrYQAQ,New Business,Lost,2018-09-17T23:12:46.000Z,0.00
16006,00E1Y000001N1qdUAC,00E1Y000001N1qdUAC:0051Y0000098yrYQAQ,New Business,Lost,2017-12-07T18:49:27.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008ruBLAAY,New Business,Lost,2017-06-27T22:20:04.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008SMEKAA4,New Business,Lost,2017-06-02T14:11:18.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008rwWGAAY,New Business,Lost,2017-06-06T21:59:09.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008ruBLAAY,New Business,Lost,2018-04-09T15:36:13.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008ruBLAAY,New Business,Lost,2017-10-03T17:24:08.000Z,0.00
16006,00E1Y000001Ws4ZUAS,00E1Y000001Ws4ZUAS:0052000000171WYAAY,New Business,Won,2018-03-12T22:42:34.000Z,22000.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008SMEKAA4,New Business,Lost,2017-09-13T23:50:55.000Z,0.00
16006,00E1Y000001Ws4ZUAS,00E1Y000001Ws4ZUAS:0052000000171WYAAY,New Business,Lost,2018-01-25T21:35:18.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008rwWGAAY,New Business,Won,2017-08-01T22:14:44.000Z,34995.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008SMEKAA4,New Business,Lost,2017-10-05T17:04:37.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008SMEKAA4,New Business,Lost,2017-07-31T18:36:08.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000006Ep4WAAS,New Business,Lost,2017-07-19T16:05:11.000Z,0.00
16006,00E1Y000001Ws4ZUAS,00E1Y000001Ws4ZUAS:0052000000171WYAAY,New Business,Lost,2018-01-01T19:12:22.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000006Ep4WAAS,New Business,Lost,2017-07-19T16:02:17.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008SMEKAA4,New Business,Lost,2017-07-20T18:37:23.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:0051Y000009aO5sQAE,New Business,Lost,2018-04-09T15:38:21.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008rwWGAAY,New Business,Lost,2017-07-13T17:14:51.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008SMEKAA4,Existing Business,Lost,2018-03-20T20:26:54.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008rwWGAAY,New Business,Lost,2017-06-16T19:38:13.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008SMEKAA4,New Business,Lost,2017-08-29T19:52:32.000Z,0.00
16006,00Ei0000001ALL4EAO,00Ei0000001ALL4EAO:005i0000005LjscAAC,New Business,Lost,2017-09-15T18:00:40.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008SMEKAA4,New Business,Lost,2017-07-11T20:40:27.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:0051Y000009a0dCQAQ,Existing Business,Lost,2018-03-20T20:26:54.000Z,0.00
16006,00E1Y000001Ws4ZUAS,00E1Y000001Ws4ZUAS:0052000000171WYAAY,New Business,Lost,2017-11-13T18:54:00.000Z,0.00
16006,00E1Y000001N1qdUAC,00E1Y000001N1qdUAC:0051Y0000098yrYQAQ,New Business,Lost,2017-10-04T21:43:03.000Z,0.00
16006,00E1Y000001N1qdUAC,00E1Y000001N1qdUAC:0051Y0000098yrYQAQ,New Business,Lost,2018-09-17T23:12:46.000Z,0.00
16006,00Ei0000001ALL4EAO,00Ei0000001ALL4EAO:005i0000005LjscAAC,Existing Business,Won,2017-11-03T18:52:04.000Z,60000.00
16006,00E1Y000001N1qdUAC,00E1Y000001N1qdUAC:0051Y0000098yrYQAQ,New Business,Lost,2017-11-28T20:59:08.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000006Ep4WAAS,New Business,Lost,2017-10-06T14:05:39.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008SMEKAA4,New Business,Lost,2017-08-26T02:07:20.000Z,0.00
16006,00Ei0000001ALL4EAO,00Ei0000001ALL4EAO:005i0000005JQrBAAW,Existing Business,Lost,2018-03-20T20:26:54.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:0051Y000008yrcuQAA,Existing Business,Won,2017-06-23T22:05:12.000Z,3000.00
16006,00Ei0000001ALL4EAO,00Ei0000001ALL4EAO:005i0000005LjscAAC,New Business,Open,2017-06-23T15:11:04.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:0051Y000008yrcuQAA,Existing Business,Won,2017-06-27T21:20:59.000Z,32500.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008rwWGAAY,New Business,Lost,2017-07-17T16:01:48.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:0051Y000008yrcuQAA,Existing Business,Lost,2017-09-08T05:47:36.000Z,0.00
16006,00E1Y000001Ws4ZUAS,00E1Y000001Ws4ZUAS:0052000000171WYAAY,New Business,Lost,2017-06-30T22:42:29.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008ruBLAAY,New Business,Lost,2018-10-16T17:33:38.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:0051Y000009a0dCQAQ,New Business,Lost,2018-04-02T19:50:45.000Z,0.00
16006,00E1Y000001Ws4ZUAS,00E1Y000001Ws4ZUAS:0052000000171WYAAY,New Business,Lost,2018-09-25T16:30:53.000Z,0.00
16006,00E1Y000001N1qdUAC,00E1Y000001N1qdUAC:0051Y0000098yrYQAQ,New Business,Lost,2017-06-27T19:50:15.000Z,0.00
16006,00E1Y000001Ws4ZUAS,00E1Y000001Ws4ZUAS:0052000000171WYAAY,New Business,Won,2017-10-27T16:54:54.000Z,20000.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:005i0000008SMEKAA4,New Business,Lost,2017-08-17T20:16:10.000Z,0.00
16006,00E1Y000001Ws4ZUAS,00E1Y000001Ws4ZUAS:0052000000171WYAAY,New Business,Lost,2018-01-08T21:05:08.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:0051Y000008yrcuQAA,Existing Business,Won,2017-07-06T18:08:20.000Z,18000.00
16006,00E1Y000001N1qdUAC,00E1Y000001N1qdUAC:0051Y0000098yrYQAQ,New Business,Lost,2018-04-09T15:18:53.000Z,0.00
16006,00Ei0000001ALLJEA4,00Ei0000001ALLJEA4:0051Y000008yrcuQAA,Existing Business,Lost,2017-08-15T19:59:19.000Z,0.00
