revenue_date,revenue,dw_cid,pred_date
2020-10-06,1944.2084590423196,17047,2020-08-14
2020-10-07,1944.2084590423196,17047,2020-08-14
2020-10-08,1944.2084590423196,17047,2020-08-14
2020-10-09,1944.2084590423196,17047,2020-08-14
2020-10-10,1944.2084590423196,17047,2020-08-14
2020-10-11,1944.2084590423196,17047,2020-08-14
2020-10-12,1944.2084590423196,17047,2020-08-14
2020-10-13,1944.2084590423196,17047,2020-08-14
2020-10-14,1944.2084590423196,17047,2020-08-14
2020-10-15,1944.2084590423196,17047,2020-08-14
2020-10-16,1944.2084590423196,17047,2020-08-14
2020-10-17,1944.2084590423196,17047,2020-08-14
2020-10-18,1944.2084590423196,17047,2020-08-14
2020-10-19,1944.2084590423196,17047,2020-08-14
2020-10-20,1944.2084590423196,17047,2020-08-14
2020-10-21,1944.2084590423196,17047,2020-08-14
2020-10-22,1944.2084590423196,17047,2020-08-14
2020-10-23,1944.2084590423196,17047,2020-08-14
2020-10-24,1944.2084590423196,17047,2020-08-14
2020-10-25,1944.2084590423196,17047,2020-08-14
2020-10-26,1944.2084590423196,17047,2020-08-14
2020-10-27,1944.2084590423196,17047,2020-08-14
2020-10-28,1944.2084590423196,17047,2020-08-14
2020-10-29,1944.2084590423196,17047,2020-08-14
2020-10-30,1944.2084590423196,17047,2020-08-14
2020-10-31,1944.2084590423196,17047,2020-08-14
2020-11-01,1935.1729806806281,17047,2020-08-14
2020-11-02,1935.1729806806281,17047,2020-08-14
2020-11-03,1935.1729806806281,17047,2020-08-14
2020-11-04,1935.1729806806281,17047,2020-08-14
2020-11-05,1935.1729806806281,17047,2020-08-14
2020-11-06,1935.1729806806281,17047,2020-08-14
2020-11-07,1935.1729806806281,17047,2020-08-14
2020-11-08,1935.1729806806281,17047,2020-08-14
2020-11-09,1935.1729806806281,17047,2020-08-14
2020-11-10,1935.1729806806281,17047,2020-08-14
2020-11-11,1935.1729806806281,17047,2020-08-14
2020-11-12,1935.1729806806281,17047,2020-08-14
2020-11-13,1935.1729806806281,17047,2020-08-14
2020-11-14,1935.1729806806281,17047,2020-08-14
2020-11-15,1935.1729806806281,17047,2020-08-14
2020-11-16,1935.1729806806281,17047,2020-08-14
2020-11-17,1935.1729806806281,17047,2020-08-14
2020-11-18,1935.1729806806281,17047,2020-08-14
2020-11-19,1935.1729806806281,17047,2020-08-14
2020-11-20,1935.1729806806281,17047,2020-08-14
2020-11-21,1935.1729806806281,17047,2020-08-14
2020-11-22,1935.1729806806281,17047,2020-08-14
2020-11-23,1935.1729806806281,17047,2020-08-14
2020-11-24,1935.1729806806281,17047,2020-08-14
2020-11-25,1935.1729806806281,17047,2020-08-14
2020-11-26,1935.1729806806281,17047,2020-08-14
2020-11-27,1935.1729806806281,17047,2020-08-14
2020-11-28,1935.1729806806281,17047,2020-08-14
2020-11-29,1935.1729806806281,17047,2020-08-14
2020-11-30,1935.1729806806281,17047,2020-08-14
2020-12-01,1384.8567077810344,17047,2020-08-14
2020-12-02,1384.8567077810344,17047,2020-08-14
2020-12-03,1384.8567077810344,17047,2020-08-14
2020-12-04,1384.8567077810344,17047,2020-08-14
2020-12-05,1384.8567077810344,17047,2020-08-14
2020-12-06,1384.8567077810344,17047,2020-08-14
2020-12-07,1384.8567077810344,17047,2020-08-14
2020-12-08,1384.8567077810344,17047,2020-08-14
2020-12-09,1384.8567077810344,17047,2020-08-14
2020-12-10,1384.8567077810344,17047,2020-08-14
2020-12-11,1384.8567077810344,17047,2020-08-14
2020-12-12,1384.8567077810344,17047,2020-08-14
2020-12-13,1384.8567077810344,17047,2020-08-14
2020-12-14,1384.8567077810344,17047,2020-08-14
2020-12-15,1384.8567077810344,17047,2020-08-14
2020-12-16,1384.8567077810344,17047,2020-08-14
2020-12-17,1384.8567077810344,17047,2020-08-14
2020-12-18,1384.8567077810344,17047,2020-08-14
2020-12-19,1384.8567077810344,17047,2020-08-14
2020-12-20,1384.8567077810344,17047,2020-08-14
2020-12-21,1384.8567077810344,17047,2020-08-14
2020-12-22,1384.8567077810344,17047,2020-08-14
2020-12-23,1384.8567077810344,17047,2020-08-14
2020-12-24,1384.8567077810344,17047,2020-08-14
2020-12-25,1384.8567077810344,17047,2020-08-14
2020-12-26,1384.8567077810344,17047,2020-08-14
2020-12-27,1384.8567077810344,17047,2020-08-14
2020-12-28,1384.8567077810344,17047,2020-08-14
2020-12-29,1384.8567077810344,17047,2020-08-14
2020-12-30,1384.8567077810344,17047,2020-08-14
2020-12-31,1384.8567077810344,17047,2020-08-14
2021-01-01,1955.6971080296096,17047,2020-08-14
2021-01-02,1955.6971080296096,17047,2020-08-14
2021-01-03,1955.6971080296096,17047,2020-08-14
2021-01-04,1955.6971080296096,17047,2020-08-14
2021-01-05,1955.6971080296096,17047,2020-08-14
2021-01-06,1955.6971080296096,17047,2020-08-14
2021-01-07,1955.6971080296096,17047,2020-08-14
2021-01-08,1955.6971080296096,17047,2020-08-14
2021-01-09,1955.6971080296096,17047,2020-08-14
2021-01-10,1955.6971080296096,17047,2020-08-14
2021-01-11,1955.6971080296096,17047,2020-08-14
2021-01-12,1955.6971080296096,17047,2020-08-14
2021-01-13,1955.6971080296096,17047,2020-08-14
2021-01-14,1955.6971080296096,17047,2020-08-14
2021-01-15,1955.6971080296096,17047,2020-08-14
2021-01-16,1955.6971080296096,17047,2020-08-14
2021-01-17,1955.6971080296096,17047,2020-08-14
2021-01-18,1955.6971080296096,17047,2020-08-14
2021-01-19,1955.6971080296096,17047,2020-08-14
2021-01-20,1955.6971080296096,17047,2020-08-14
2021-01-21,1955.6971080296096,17047,2020-08-14
2021-01-22,1955.6971080296096,17047,2020-08-14
2021-01-23,1955.6971080296096,17047,2020-08-14
2021-01-24,1955.6971080296096,17047,2020-08-14
2021-01-25,1955.6971080296096,17047,2020-08-14
2021-01-26,1955.6971080296096,17047,2020-08-14
2021-01-27,1955.6971080296096,17047,2020-08-14
2021-01-28,1955.6971080296096,17047,2020-08-14
2021-01-29,1955.6971080296096,17047,2020-08-14
2021-01-30,1955.6971080296096,17047,2020-08-14
2021-01-31,1955.6971080296096,17047,2020-08-14
2021-02-01,2212.763856814782,17047,2020-08-14
2021-02-02,2212.763856814782,17047,2020-08-14
2021-02-03,2212.763856814782,17047,2020-08-14
2021-02-04,2212.763856814782,17047,2020-08-14
2021-02-05,2212.763856814782,17047,2020-08-14
2021-02-06,2212.763856814782,17047,2020-08-14
2021-02-07,2212.763856814782,17047,2020-08-14
2021-02-08,2212.763856814782,17047,2020-08-14
2021-02-09,2212.763856814782,17047,2020-08-14
2021-02-10,2212.763856814782,17047,2020-08-14
2021-02-11,2212.763856814782,17047,2020-08-14
2021-02-12,2212.763856814782,17047,2020-08-14
2021-02-13,2212.763856814782,17047,2020-08-14
2021-02-14,2212.763856814782,17047,2020-08-14
2021-02-15,2212.763856814782,17047,2020-08-14
2021-02-16,2212.763856814782,17047,2020-08-14
2021-02-17,2212.763856814782,17047,2020-08-14
2021-02-18,2212.763856814782,17047,2020-08-14
2021-02-19,2212.763856814782,17047,2020-08-14
2021-02-20,2212.763856814782,17047,2020-08-14
2021-02-21,2212.763856814782,17047,2020-08-14
2021-02-22,2212.763856814782,17047,2020-08-14
2021-02-23,2212.763856814782,17047,2020-08-14
2021-02-24,2212.763856814782,17047,2020-08-14
2021-02-25,2212.763856814782,17047,2020-08-14
2021-02-26,2212.763856814782,17047,2020-08-14
2021-02-27,2212.763856814782,17047,2020-08-14
2021-02-28,2212.763856814782,17047,2020-08-14
2021-03-01,1651.5094254285796,17047,2020-08-14
2021-03-02,1651.5094254285796,17047,2020-08-14
2021-03-03,1651.5094254285796,17047,2020-08-14
2021-03-04,1651.5094254285796,17047,2020-08-14
2021-03-05,1651.5094254285796,17047,2020-08-14
2021-03-06,1651.5094254285796,17047,2020-08-14
2021-03-07,1651.5094254285796,17047,2020-08-14
2021-03-08,1651.5094254285796,17047,2020-08-14
2021-03-09,1651.5094254285796,17047,2020-08-14
2021-03-10,1651.5094254285796,17047,2020-08-14
2021-03-11,1651.5094254285796,17047,2020-08-14
2021-03-12,1651.5094254285796,17047,2020-08-14
2021-03-13,1651.5094254285796,17047,2020-08-14
2021-03-14,1651.5094254285796,17047,2020-08-14
2021-03-15,1651.5094254285796,17047,2020-08-14
2021-03-16,1651.5094254285796,17047,2020-08-14
2021-03-17,1651.5094254285796,17047,2020-08-14
2021-03-18,1651.5094254285796,17047,2020-08-14
2021-03-19,1651.5094254285796,17047,2020-08-14
2021-03-20,1651.5094254285796,17047,2020-08-14
2021-03-21,1651.5094254285796,17047,2020-08-14
2021-03-22,1651.5094254285796,17047,2020-08-14
2021-03-23,1651.5094254285796,17047,2020-08-14
2021-03-24,1651.5094254285796,17047,2020-08-14
2021-03-25,1651.5094254285796,17047,2020-08-14
2021-03-26,1651.5094254285796,17047,2020-08-14
2021-03-27,1651.5094254285796,17047,2020-08-14
2021-03-28,1651.5094254285796,17047,2020-08-14
2021-03-29,1651.5094254285796,17047,2020-08-14
2021-03-30,1651.5094254285796,17047,2020-08-14
2021-03-31,1651.5094254285796,17047,2020-08-14
2021-04-01,1770.714262157379,17047,2020-08-14
2021-04-02,1770.714262157379,17047,2020-08-14
2021-04-03,1770.714262157379,17047,2020-08-14
2021-04-04,1770.714262157379,17047,2020-08-14
2021-04-05,1770.714262157379,17047,2020-08-14
2021-04-06,1770.714262157379,17047,2020-08-14
2021-04-07,1770.714262157379,17047,2020-08-14
2021-04-08,1770.714262157379,17047,2020-08-14
2021-04-09,1770.714262157379,17047,2020-08-14
2021-04-10,1770.714262157379,17047,2020-08-14
2021-04-11,1770.714262157379,17047,2020-08-14
2021-04-12,1770.714262157379,17047,2020-08-14
2021-04-13,1770.714262157379,17047,2020-08-14
2021-04-14,1770.714262157379,17047,2020-08-14
2021-04-15,1770.714262157379,17047,2020-08-14
2021-04-16,1770.714262157379,17047,2020-08-14
2021-04-17,1770.714262157379,17047,2020-08-14
2021-04-18,1770.714262157379,17047,2020-08-14
2021-04-19,1770.714262157379,17047,2020-08-14
2021-04-20,1770.714262157379,17047,2020-08-14
2021-04-21,1770.714262157379,17047,2020-08-14
2021-04-22,1770.714262157379,17047,2020-08-14
2021-04-23,1770.714262157379,17047,2020-08-14
2021-04-24,1770.714262157379,17047,2020-08-14
2021-04-25,1770.714262157379,17047,2020-08-14
2021-04-26,1770.714262157379,17047,2020-08-14
2021-04-27,1770.714262157379,17047,2020-08-14
2021-04-28,1770.714262157379,17047,2020-08-14
2021-04-29,1770.714262157379,17047,2020-08-14
2021-04-30,1770.714262157379,17047,2020-08-14
2021-05-01,1696.3105014668351,17047,2020-08-14
2021-05-02,1696.3105014668351,17047,2020-08-14
2021-05-03,1696.3105014668351,17047,2020-08-14
2021-05-04,1696.3105014668351,17047,2020-08-14
2021-05-05,1696.3105014668351,17047,2020-08-14
2021-05-06,1696.3105014668351,17047,2020-08-14
2021-05-07,1696.3105014668351,17047,2020-08-14
2021-05-08,1696.3105014668351,17047,2020-08-14
2021-05-09,1696.3105014668351,17047,2020-08-14
2021-05-10,1696.3105014668351,17047,2020-08-14
2021-05-11,1696.3105014668351,17047,2020-08-14
2021-05-12,1696.3105014668351,17047,2020-08-14
2021-05-13,1696.3105014668351,17047,2020-08-14
2021-05-14,1696.3105014668351,17047,2020-08-14
2021-05-15,1696.3105014668351,17047,2020-08-14
2021-05-16,1696.3105014668351,17047,2020-08-14
2021-05-17,1696.3105014668351,17047,2020-08-14
2021-05-18,1696.3105014668351,17047,2020-08-14
2021-05-19,1696.3105014668351,17047,2020-08-14
2021-05-20,1696.3105014668351,17047,2020-08-14
2021-05-21,1696.3105014668351,17047,2020-08-14
2021-05-22,1696.3105014668351,17047,2020-08-14
2021-05-23,1696.3105014668351,17047,2020-08-14
2021-05-24,1696.3105014668351,17047,2020-08-14
2021-05-25,1696.3105014668351,17047,2020-08-14
2021-05-26,1696.3105014668351,17047,2020-08-14
2021-05-27,1696.3105014668351,17047,2020-08-14
2021-05-28,1696.3105014668351,17047,2020-08-14
2021-05-29,1696.3105014668351,17047,2020-08-14
2021-05-30,1696.3105014668351,17047,2020-08-14
2021-05-31,1696.3105014668351,17047,2020-08-14
2021-06-01,1865.1462424945673,17047,2020-08-14
2021-06-02,1865.1462424945673,17047,2020-08-14
2021-06-03,1865.1462424945673,17047,2020-08-14
2021-06-04,1865.1462424945673,17047,2020-08-14
2021-06-05,1865.1462424945673,17047,2020-08-14
2021-06-06,1865.1462424945673,17047,2020-08-14
2021-06-07,1865.1462424945673,17047,2020-08-14
2021-06-08,1865.1462424945673,17047,2020-08-14
2021-06-09,1865.1462424945673,17047,2020-08-14
2021-06-10,1865.1462424945673,17047,2020-08-14
2021-06-11,1865.1462424945673,17047,2020-08-14
2021-06-12,1865.1462424945673,17047,2020-08-14
2021-06-13,1865.1462424945673,17047,2020-08-14
2021-06-14,1865.1462424945673,17047,2020-08-14
2021-06-15,1865.1462424945673,17047,2020-08-14
2021-06-16,1865.1462424945673,17047,2020-08-14
2021-06-17,1865.1462424945673,17047,2020-08-14
2021-06-18,1865.1462424945673,17047,2020-08-14
2021-06-19,1865.1462424945673,17047,2020-08-14
2021-06-20,1865.1462424945673,17047,2020-08-14
2021-06-21,1865.1462424945673,17047,2020-08-14
2021-06-22,1865.1462424945673,17047,2020-08-14
2021-06-23,1865.1462424945673,17047,2020-08-14
2021-06-24,1865.1462424945673,17047,2020-08-14
2021-06-25,1865.1462424945673,17047,2020-08-14
2021-06-26,1865.1462424945673,17047,2020-08-14
2021-06-27,1865.1462424945673,17047,2020-08-14
2021-06-28,1865.1462424945673,17047,2020-08-14
2021-06-29,1865.1462424945673,17047,2020-08-14
2021-06-30,1865.1462424945673,17047,2020-08-14
2021-07-01,1474.892594419795,17047,2020-08-14
2021-07-02,1474.892594419795,17047,2020-08-14
2021-07-03,1474.892594419795,17047,2020-08-14
2021-07-04,1474.892594419795,17047,2020-08-14
2021-07-05,1474.892594419795,17047,2020-08-14
2021-07-06,1474.892594419795,17047,2020-08-14
2021-07-07,1474.892594419795,17047,2020-08-14
2021-07-08,1474.892594419795,17047,2020-08-14
2021-07-09,1474.892594419795,17047,2020-08-14
2021-07-10,1474.892594419795,17047,2020-08-14
2021-07-11,1474.892594419795,17047,2020-08-14
2021-07-12,1474.892594419795,17047,2020-08-14
2021-07-13,1474.892594419795,17047,2020-08-14
2021-07-14,1474.892594419795,17047,2020-08-14
2021-07-15,1474.892594419795,17047,2020-08-14
2021-07-16,1474.892594419795,17047,2020-08-14
2021-07-17,1474.892594419795,17047,2020-08-14
2021-07-18,1474.892594419795,17047,2020-08-14
2021-07-19,1474.892594419795,17047,2020-08-14
2021-07-20,1474.892594419795,17047,2020-08-14
2021-07-21,1474.892594419795,17047,2020-08-14
2021-07-22,1474.892594419795,17047,2020-08-14
2021-07-23,1474.892594419795,17047,2020-08-14
2021-07-24,1474.892594419795,17047,2020-08-14
2021-07-25,1474.892594419795,17047,2020-08-14
2021-07-26,1474.892594419795,17047,2020-08-14
2021-07-27,1474.892594419795,17047,2020-08-14
2021-07-28,1474.892594419795,17047,2020-08-14
2021-07-29,1474.892594419795,17047,2020-08-14
2021-07-30,1474.892594419795,17047,2020-08-14
2021-07-31,1474.892594419795,17047,2020-08-14
2021-08-01,1798.1282661799326,17047,2020-08-14
2021-08-02,1798.1282661799326,17047,2020-08-14
2021-08-03,1798.1282661799326,17047,2020-08-14
2021-08-04,1798.1282661799326,17047,2020-08-14
2021-08-05,1798.1282661799326,17047,2020-08-14
2021-08-06,1798.1282661799326,17047,2020-08-14
2021-08-07,1798.1282661799326,17047,2020-08-14
2021-08-08,1798.1282661799326,17047,2020-08-14
2021-08-09,1798.1282661799326,17047,2020-08-14
2021-08-10,1798.1282661799326,17047,2020-08-14
2021-08-11,1798.1282661799326,17047,2020-08-14
2021-08-12,1798.1282661799326,17047,2020-08-14
2021-08-13,1798.1282661799326,17047,2020-08-14
2021-08-14,1798.1282661799326,17047,2020-08-14
2021-08-15,1798.1282661799326,17047,2020-08-14
2021-08-16,1798.1282661799326,17047,2020-08-14
2021-08-17,1798.1282661799326,17047,2020-08-14
2021-08-18,1798.1282661799326,17047,2020-08-14
2021-08-19,1798.1282661799326,17047,2020-08-14
2021-08-20,1798.1282661799326,17047,2020-08-14
2021-08-21,1798.1282661799326,17047,2020-08-14
2021-08-22,1798.1282661799326,17047,2020-08-14
2021-08-23,1798.1282661799326,17047,2020-08-14
2021-08-24,1798.1282661799326,17047,2020-08-14
2021-08-25,1798.1282661799326,17047,2020-08-14
2021-08-26,1798.1282661799326,17047,2020-08-14
2021-08-27,1798.1282661799326,17047,2020-08-14
2021-08-28,1798.1282661799326,17047,2020-08-14
2021-08-29,1798.1282661799326,17047,2020-08-14
2021-08-30,1798.1282661799326,17047,2020-08-14
2021-08-31,1798.1282661799326,17047,2020-08-14
