revenue_date,revenue,dw_cid,pred_date
2021-02-05,27074.149666668854,17048,2020-08-14
2021-02-06,27074.149666668854,17048,2020-08-14
2021-02-07,27074.149666668854,17048,2020-08-14
2021-02-08,27074.149666668854,17048,2020-08-14
2021-02-09,27074.149666668854,17048,2020-08-14
2021-02-10,27074.149666668854,17048,2020-08-14
2021-02-11,27074.149666668854,17048,2020-08-14
2021-02-12,27074.149666668854,17048,2020-08-14
2021-02-13,27074.149666668854,17048,2020-08-14
2021-02-14,27074.149666668854,17048,2020-08-14
2021-02-15,27074.149666668854,17048,2020-08-14
2021-02-16,27074.149666668854,17048,2020-08-14
2021-02-17,27074.149666668854,17048,2020-08-14
2021-02-18,27074.149666668854,17048,2020-08-14
2021-02-19,27074.149666668854,17048,2020-08-14
2021-02-20,27074.149666668854,17048,2020-08-14
2021-02-21,27074.149666668854,17048,2020-08-14
2021-02-22,27074.149666668854,17048,2020-08-14
2021-02-23,27074.149666668854,17048,2020-08-14
2021-02-24,27074.149666668854,17048,2020-08-14
2021-02-25,27074.149666668854,17048,2020-08-14
2021-02-26,27074.149666668854,17048,2020-08-14
2021-02-27,27074.149666668854,17048,2020-08-14
2021-02-28,27074.149666668854,17048,2020-08-14
2021-03-01,20970.34478088328,17048,2020-08-14
2021-03-02,20970.34478088328,17048,2020-08-14
2021-03-03,20970.34478088328,17048,2020-08-14
2021-03-04,20970.34478088328,17048,2020-08-14
2021-03-05,20970.34478088328,17048,2020-08-14
2021-03-06,20970.34478088328,17048,2020-08-14
2021-03-07,20970.34478088328,17048,2020-08-14
2021-03-08,20970.34478088328,17048,2020-08-14
2021-03-09,20970.34478088328,17048,2020-08-14
2021-03-10,20970.34478088328,17048,2020-08-14
2021-03-11,20970.34478088328,17048,2020-08-14
2021-03-12,20970.34478088328,17048,2020-08-14
2021-03-13,20970.34478088328,17048,2020-08-14
2021-03-14,20970.34478088328,17048,2020-08-14
2021-03-15,20970.34478088328,17048,2020-08-14
2021-03-16,20970.34478088328,17048,2020-08-14
2021-03-17,20970.34478088328,17048,2020-08-14
2021-03-18,20970.34478088328,17048,2020-08-14
2021-03-19,20970.34478088328,17048,2020-08-14
2021-03-20,20970.34478088328,17048,2020-08-14
2021-03-21,20970.34478088328,17048,2020-08-14
2021-03-22,20970.34478088328,17048,2020-08-14
2021-03-23,20970.34478088328,17048,2020-08-14
2021-03-24,20970.34478088328,17048,2020-08-14
2021-03-25,20970.34478088328,17048,2020-08-14
2021-03-26,20970.34478088328,17048,2020-08-14
2021-03-27,20970.34478088328,17048,2020-08-14
2021-03-28,20970.34478088328,17048,2020-08-14
2021-03-29,20970.34478088328,17048,2020-08-14
2021-03-30,20970.34478088328,17048,2020-08-14
2021-03-31,20970.34478088328,17048,2020-08-14
2021-04-01,50894.66505925901,17048,2020-08-14
2021-04-02,50894.66505925901,17048,2020-08-14
2021-04-03,50894.66505925901,17048,2020-08-14
2021-04-04,50894.66505925901,17048,2020-08-14
2021-04-05,50894.66505925901,17048,2020-08-14
2021-04-06,50894.66505925901,17048,2020-08-14
2021-04-07,50894.66505925901,17048,2020-08-14
2021-04-08,50894.66505925901,17048,2020-08-14
2021-04-09,50894.66505925901,17048,2020-08-14
2021-04-10,50894.66505925901,17048,2020-08-14
2021-04-11,50894.66505925901,17048,2020-08-14
2021-04-12,50894.66505925901,17048,2020-08-14
2021-04-13,50894.66505925901,17048,2020-08-14
2021-04-14,50894.66505925901,17048,2020-08-14
2021-04-15,50894.66505925901,17048,2020-08-14
2021-04-16,50894.66505925901,17048,2020-08-14
2021-04-17,50894.66505925901,17048,2020-08-14
2021-04-18,50894.66505925901,17048,2020-08-14
2021-04-19,50894.66505925901,17048,2020-08-14
2021-04-20,50894.66505925901,17048,2020-08-14
2021-04-21,50894.66505925901,17048,2020-08-14
2021-04-22,50894.66505925901,17048,2020-08-14
2021-04-23,50894.66505925901,17048,2020-08-14
2021-04-24,50894.66505925901,17048,2020-08-14
2021-04-25,50894.66505925901,17048,2020-08-14
2021-04-26,50894.66505925901,17048,2020-08-14
2021-04-27,50894.66505925901,17048,2020-08-14
2021-04-28,50894.66505925901,17048,2020-08-14
2021-04-29,50894.66505925901,17048,2020-08-14
2021-04-30,50894.66505925901,17048,2020-08-14
2021-05-01,64904.92814266953,17048,2020-08-14
2021-05-02,64904.92814266953,17048,2020-08-14
2021-05-03,64904.92814266953,17048,2020-08-14
2021-05-04,64904.92814266953,17048,2020-08-14
2021-05-05,64904.92814266953,17048,2020-08-14
2021-05-06,64904.92814266953,17048,2020-08-14
2021-05-07,64904.92814266953,17048,2020-08-14
2021-05-08,64904.92814266953,17048,2020-08-14
2021-05-09,64904.92814266953,17048,2020-08-14
2021-05-10,64904.92814266953,17048,2020-08-14
2021-05-11,64904.92814266953,17048,2020-08-14
2021-05-12,64904.92814266953,17048,2020-08-14
2021-05-13,64904.92814266953,17048,2020-08-14
2021-05-14,64904.92814266953,17048,2020-08-14
2021-05-15,64904.92814266953,17048,2020-08-14
2021-05-16,64904.92814266953,17048,2020-08-14
2021-05-17,64904.92814266953,17048,2020-08-14
2021-05-18,64904.92814266953,17048,2020-08-14
2021-05-19,64904.92814266953,17048,2020-08-14
2021-05-20,64904.92814266953,17048,2020-08-14
2021-05-21,64904.92814266953,17048,2020-08-14
2021-05-22,64904.92814266953,17048,2020-08-14
2021-05-23,64904.92814266953,17048,2020-08-14
2021-05-24,64904.92814266953,17048,2020-08-14
2021-05-25,64904.92814266953,17048,2020-08-14
2021-05-26,64904.92814266953,17048,2020-08-14
2021-05-27,64904.92814266953,17048,2020-08-14
2021-05-28,64904.92814266953,17048,2020-08-14
2021-05-29,64904.92814266953,17048,2020-08-14
2021-05-30,64904.92814266953,17048,2020-08-14
2021-05-31,64904.92814266953,17048,2020-08-14
2021-06-01,27053.849735761443,17048,2020-08-14
2021-06-02,27053.849735761443,17048,2020-08-14
2021-06-03,27053.849735761443,17048,2020-08-14
2021-06-04,27053.849735761443,17048,2020-08-14
2021-06-05,27053.849735761443,17048,2020-08-14
2021-06-06,27053.849735761443,17048,2020-08-14
2021-06-07,27053.849735761443,17048,2020-08-14
2021-06-08,27053.849735761443,17048,2020-08-14
2021-06-09,27053.849735761443,17048,2020-08-14
2021-06-10,27053.849735761443,17048,2020-08-14
2021-06-11,27053.849735761443,17048,2020-08-14
2021-06-12,27053.849735761443,17048,2020-08-14
2021-06-13,27053.849735761443,17048,2020-08-14
2021-06-14,27053.849735761443,17048,2020-08-14
2021-06-15,27053.849735761443,17048,2020-08-14
2021-06-16,27053.849735761443,17048,2020-08-14
2021-06-17,27053.849735761443,17048,2020-08-14
2021-06-18,27053.849735761443,17048,2020-08-14
2021-06-19,27053.849735761443,17048,2020-08-14
2021-06-20,27053.849735761443,17048,2020-08-14
2021-06-21,27053.849735761443,17048,2020-08-14
2021-06-22,27053.849735761443,17048,2020-08-14
2021-06-23,27053.849735761443,17048,2020-08-14
2021-06-24,27053.849735761443,17048,2020-08-14
2021-06-25,27053.849735761443,17048,2020-08-14
2021-06-26,27053.849735761443,17048,2020-08-14
2021-06-27,27053.849735761443,17048,2020-08-14
2021-06-28,27053.849735761443,17048,2020-08-14
2021-06-29,27053.849735761443,17048,2020-08-14
2021-06-30,27053.849735761443,17048,2020-08-14
2021-07-01,3888.3504963937526,17048,2020-08-14
2021-07-02,3888.3504963937526,17048,2020-08-14
2021-07-03,3888.3504963937526,17048,2020-08-14
2021-07-04,3888.3504963937526,17048,2020-08-14
2021-07-05,3888.3504963937526,17048,2020-08-14
2021-07-06,3888.3504963937526,17048,2020-08-14
2021-07-07,3888.3504963937526,17048,2020-08-14
2021-07-08,3888.3504963937526,17048,2020-08-14
2021-07-09,3888.3504963937526,17048,2020-08-14
2021-07-10,3888.3504963937526,17048,2020-08-14
2021-07-11,3888.3504963937526,17048,2020-08-14
2021-07-12,3888.3504963937526,17048,2020-08-14
2021-07-13,3888.3504963937526,17048,2020-08-14
2021-07-14,3888.3504963937526,17048,2020-08-14
2021-07-15,3888.3504963937526,17048,2020-08-14
2021-07-16,3888.3504963937526,17048,2020-08-14
2021-07-17,3888.3504963937526,17048,2020-08-14
2021-07-18,3888.3504963937526,17048,2020-08-14
2021-07-19,3888.3504963937526,17048,2020-08-14
2021-07-20,3888.3504963937526,17048,2020-08-14
2021-07-21,3888.3504963937526,17048,2020-08-14
2021-07-22,3888.3504963937526,17048,2020-08-14
2021-07-23,3888.3504963937526,17048,2020-08-14
2021-07-24,3888.3504963937526,17048,2020-08-14
2021-07-25,3888.3504963937526,17048,2020-08-14
2021-07-26,3888.3504963937526,17048,2020-08-14
2021-07-27,3888.3504963937526,17048,2020-08-14
2021-07-28,3888.3504963937526,17048,2020-08-14
2021-07-29,3888.3504963937526,17048,2020-08-14
2021-07-30,3888.3504963937526,17048,2020-08-14
2021-07-31,3888.3504963937526,17048,2020-08-14
2021-08-01,6843.18865997891,17048,2020-08-14
2021-08-02,6843.18865997891,17048,2020-08-14
2021-08-03,6843.18865997891,17048,2020-08-14
2021-08-04,6843.18865997891,17048,2020-08-14
2021-08-05,6843.18865997891,17048,2020-08-14
2021-08-06,6843.18865997891,17048,2020-08-14
2021-08-07,6843.18865997891,17048,2020-08-14
2021-08-08,6843.18865997891,17048,2020-08-14
2021-08-09,6843.18865997891,17048,2020-08-14
2021-08-10,6843.18865997891,17048,2020-08-14
2021-08-11,6843.18865997891,17048,2020-08-14
2021-08-12,6843.18865997891,17048,2020-08-14
2021-08-13,6843.18865997891,17048,2020-08-14
2021-08-14,6843.18865997891,17048,2020-08-14
2021-08-15,6843.18865997891,17048,2020-08-14
2021-08-16,6843.18865997891,17048,2020-08-14
2021-08-17,6843.18865997891,17048,2020-08-14
2021-08-18,6843.18865997891,17048,2020-08-14
2021-08-19,6843.18865997891,17048,2020-08-14
2021-08-20,6843.18865997891,17048,2020-08-14
2021-08-21,6843.18865997891,17048,2020-08-14
2021-08-22,6843.18865997891,17048,2020-08-14
2021-08-23,6843.18865997891,17048,2020-08-14
2021-08-24,6843.18865997891,17048,2020-08-14
2021-08-25,6843.18865997891,17048,2020-08-14
2021-08-26,6843.18865997891,17048,2020-08-14
2021-08-27,6843.18865997891,17048,2020-08-14
2021-08-28,6843.18865997891,17048,2020-08-14
2021-08-29,6843.18865997891,17048,2020-08-14
2021-08-30,6843.18865997891,17048,2020-08-14
2021-08-31,6843.18865997891,17048,2020-08-14
